x,y,demand
95,172,1
102,172,4
122,172,8
148,172,7
156,172,2
159,172,2
166,172,10
172,172,5
173,172,9
175,172,4
177,172,5
178,172,3
181,172,2
183,172,10
191,172,3
196,172,2
202,172,2
204,172,4
205,172,3
207,172,2
219,172,3
223,172,8
232,172,10
256,172,5
262,172,10
264,172,2
266,172,6
268,172,4
270,172,4
277,172,4
284,172,4
293,172,7
298,172,6
299,172,8
3,173,4
4,173,10
50,173,7
53,173,5
62,173,1
71,173,7
77,173,6
79,173,1
93,173,8
96,173,10
99,173,9
101,173,4
108,173,4
119,173,3
121,173,3
124,173,10
134,173,3
138,173,6
149,173,8
152,173,2
155,173,4
167,173,6
179,173,7
182,173,3
191,173,9
193,173,5
195,173,2
215,173,8
216,173,9
220,173,9
227,173,1
233,173,8
240,173,10
243,173,6
258,173,5
261,173,2
271,173,8
284,173,4
287,173,8
295,173,4
6,174,8
7,174,1
12,174,4
14,174,6
50,174,1
54,174,9
73,174,10
78,174,5
100,174,5
103,174,7
105,174,6
116,174,7
119,174,10
127,174,7
131,174,5
154,174,5
159,174,4
161,174,5
165,174,1
172,174,4
184,174,1
193,174,9
204,174,6
210,174,9
223,174,5
228,174,6
229,174,7
235,174,6
241,174,3
253,174,2
254,174,3
256,174,9
262,174,3
269,174,1
273,174,4
276,174,1
277,174,3
281,174,10
4,175,8
5,175,6
6,175,3
10,175,10
11,175,5
46,175,6
50,175,10
62,175,8
73,175,5
79,175,2
81,175,3
84,175,7
93,175,2
105,175,8
107,175,4
109,175,1
147,175,5
161,175,4
170,175,6
177,175,3
184,175,4
187,175,4
195,175,9
200,175,8
203,175,7
210,175,7
211,175,7
213,175,9
214,175,5
222,175,7
230,175,9
231,175,1
232,175,6
254,175,5
264,175,6
285,175,7
292,175,6
295,175,7
2,176,10
47,176,5
58,176,10
59,176,9
60,176,3
79,176,2
83,176,8
94,176,2
95,176,1
97,176,3
103,176,7
104,176,2
105,176,5
108,176,4
110,176,1
138,176,6
159,176,1
163,176,9
190,176,9
193,176,9
208,176,10
212,176,4
214,176,10
223,176,4
230,176,3
231,176,8
249,176,7
250,176,8
260,176,6
274,176,1
275,176,6
281,176,7
285,176,6
289,176,1
294,176,9
295,176,9
297,176,3
298,176,2
10,177,5
52,177,2
55,177,9
58,177,2
60,177,5
68,177,9
72,177,2
73,177,8
79,177,3
93,177,7
95,177,2
96,177,5
99,177,6
103,177,5
108,177,8
110,177,3
114,177,8
125,177,5
137,177,1
140,177,8
141,177,8
149,177,3
161,177,7
162,177,2
164,177,9
166,177,4
168,177,3
170,177,9
179,177,3
182,177,1
188,177,10
189,177,8
205,177,7
217,177,5
219,177,7
224,177,9
227,177,7
228,177,2
230,177,10
247,177,1
252,177,2
254,177,7
261,177,6
264,177,2
265,177,7
273,177,3
290,177,9
299,177,4
9,178,8
10,178,8
47,178,4
52,178,8
60,178,9
85,178,7
99,178,3
103,178,6
107,178,2
110,178,10
114,178,9
118,178,1
138,178,7
142,178,1
152,178,5
171,178,5
172,178,4
193,178,9
202,178,9
209,178,2
210,178,7
212,178,8
213,178,8
214,178,6
215,178,10
222,178,3
229,178,5
230,178,2
232,178,8
233,178,3
234,178,4
238,178,10
243,178,4
245,178,3
246,178,4
247,178,8
248,178,7
259,178,8
262,178,9
264,178,8
265,178,9
283,178,8
284,178,7
287,178,2
290,178,2
298,178,5
0,179,9
2,179,6
45,179,1
48,179,10
62,179,10
73,179,8
79,179,2
82,179,5
89,179,10
95,179,2
96,179,4
108,179,8
127,179,2
137,179,9
139,179,4
142,179,4
147,179,8
149,179,7
151,179,4
158,179,10
159,179,2
170,179,8
175,179,10
180,179,1
185,179,8
186,179,4
188,179,8
190,179,10
192,179,10
203,179,1
206,179,3
207,179,6
216,179,1
217,179,6
220,179,7
225,179,6
244,179,7
259,179,9
268,179,3
272,179,2
274,179,2
281,179,1
287,179,4
292,179,2
0,180,6
5,180,2
7,180,7
45,180,1
48,180,7
55,180,2
60,180,10
61,180,6
69,180,8
75,180,9
76,180,5
83,180,10
84,180,9
93,180,8
97,180,10
100,180,7
117,180,9
124,180,1
130,180,5
131,180,6
142,180,3
144,180,9
146,180,7
154,180,4
160,180,6
166,180,8
169,180,10
174,180,1
182,180,1
192,180,8
194,180,8
196,180,6
197,180,7
210,180,4
225,180,3
239,180,8
256,180,10
262,180,1
281,180,6
295,180,2
299,180,3
11,181,4
47,181,5
48,181,9
53,181,8
58,181,9
71,181,6
86,181,6
88,181,2
106,181,2
110,181,8
111,181,9
131,181,5
138,181,4
139,181,8
140,181,8
151,181,6
153,181,10
154,181,3
168,181,4
169,181,4
170,181,6
176,181,6
186,181,3
203,181,8
211,181,3
217,181,4
221,181,2
242,181,5
250,181,8
254,181,7
262,181,1
268,181,7
269,181,1
272,181,2
275,181,7
282,181,9
291,181,5
4,182,7
9,182,5
14,182,1
54,182,4
56,182,6
59,182,2
67,182,9
69,182,1
86,182,3
88,182,3
96,182,4
106,182,1
113,182,2
125,182,3
128,182,1
133,182,3
136,182,1
137,182,5
148,182,4
149,182,4
162,182,2
186,182,5
190,182,4
191,182,4
194,182,8
199,182,4
202,182,7
203,182,3
210,182,6
211,182,10
215,182,1
216,182,3
218,182,8
220,182,7
230,182,2
235,182,6
241,182,9
242,182,4
253,182,9
260,182,8
45,183,5
46,183,4
51,183,7
59,183,3
64,183,2
73,183,7
83,183,2
92,183,3
101,183,9
103,183,4
107,183,7
123,183,3
125,183,2
167,183,8
185,183,9
190,183,9
194,183,7
197,183,2
207,183,5
239,183,4
244,183,1
250,183,4
259,183,3
262,183,3
266,183,4
275,183,6
280,183,8
286,183,3
289,183,10
12,184,10
50,184,7
54,184,3
71,184,5
73,184,8
77,184,9
81,184,5
86,184,5
94,184,10
100,184,8
109,184,9
115,184,1
119,184,5
126,184,10
139,184,3
149,184,7
164,184,1
174,184,2
198,184,6
199,184,7
204,184,9
208,184,5
210,184,4
217,184,7
218,184,3
220,184,2
235,184,3
243,184,2
245,184,2
254,184,7
258,184,8
268,184,5
275,184,7
286,184,5
3,185,4
5,185,3
49,185,10
52,185,10
55,185,6
56,185,5
61,185,9
95,185,10
105,185,3
107,185,8
117,185,5
120,185,10
121,185,8
125,185,7
126,185,10
128,185,10
134,185,10
138,185,4
142,185,4
149,185,2
151,185,9
169,185,4
170,185,1
175,185,10
184,185,10
197,185,4
198,185,10
201,185,9
202,185,8
210,185,9
212,185,10
215,185,3
220,185,10
223,185,2
229,185,9
238,185,2
241,185,3
242,185,2
251,185,8
252,185,9
254,185,8
262,185,1
278,185,9
279,185,7
283,185,8
286,185,4
291,185,6
292,185,9
293,185,9
299,185,8
59,186,4
65,186,7
100,186,1
108,186,6
119,186,4
125,186,6
127,186,6
130,186,5
131,186,6
134,186,7
139,186,10
153,186,7
168,186,7
180,186,8
186,186,9
190,186,4
198,186,9
206,186,1
215,186,1
219,186,8
224,186,9
235,186,3
245,186,8
254,186,5
259,186,9
261,186,6
267,186,10
269,186,7
280,186,10
281,186,5
3,187,5
13,187,7
47,187,8
53,187,8
58,187,2
66,187,4
71,187,2
77,187,10
80,187,1
84,187,8
88,187,2
94,187,3
95,187,10
96,187,10
110,187,4
116,187,8
130,187,7
131,187,5
140,187,10
143,187,9
147,187,4
150,187,3
153,187,1
170,187,1
174,187,3
183,187,10
189,187,3
194,187,5
195,187,7
204,187,2
209,187,3
210,187,1
214,187,2
219,187,2
222,187,5
239,187,9
242,187,4
259,187,2
262,187,8
269,187,7
278,187,2
279,187,8
282,187,1
284,187,2
290,187,2
0,188,1
6,188,7
12,188,10
51,188,2
55,188,6
57,188,10
59,188,4
62,188,6
63,188,4
71,188,2
83,188,8
84,188,6
97,188,10
100,188,3
101,188,2
115,188,2
127,188,1
132,188,4
139,188,1
143,188,7
146,188,5
151,188,2
164,188,1
167,188,9
168,188,4
196,188,9
203,188,5
204,188,2
208,188,10
222,188,10
239,188,8
243,188,9
247,188,4
250,188,1
259,188,2
261,188,6
262,188,9
264,188,5
286,188,5
298,188,9
5,189,8
9,189,7
11,189,6
50,189,2
59,189,1
65,189,3
81,189,2
85,189,3
86,189,2
89,189,3
107,189,6
118,189,6
141,189,3
146,189,6
148,189,1
152,189,10
153,189,9
157,189,6
163,189,9
172,189,10
173,189,9
182,189,2
185,189,2
187,189,3
194,189,7
197,189,4
205,189,5
222,189,4
224,189,6
225,189,8
228,189,8
235,189,3
240,189,10
245,189,6
247,189,9
249,189,5
252,189,4
255,189,5
256,189,6
267,189,6
271,189,4
284,189,4
288,189,4
295,189,6
5,190,2
8,190,9
46,190,3
56,190,3
61,190,4
71,190,8
73,190,2
75,190,7
87,190,8
95,190,3
98,190,10
100,190,5
116,190,4
120,190,5
123,190,9
134,190,4
135,190,7
138,190,5
158,190,6
159,190,10
165,190,4
170,190,5
176,190,10
188,190,3
194,190,10
200,190,9
203,190,10
205,190,5
208,190,3
227,190,1
229,190,2
230,190,3
236,190,1
241,190,10
248,190,4
252,190,7
253,190,9
256,190,8
257,190,1
258,190,4
270,190,5
271,190,2
291,190,6
4,191,8
6,191,10
63,191,9
68,191,1
69,191,2
71,191,3
74,191,7
102,191,3
122,191,10
124,191,3
136,191,9
138,191,6
148,191,10
150,191,10
160,191,1
161,191,7
162,191,9
166,191,2
168,191,4
211,191,7
213,191,7
216,191,6
219,191,8
220,191,2
225,191,5
227,191,10
229,191,3
251,191,7
256,191,10
257,191,9
258,191,10
259,191,3
261,191,9
273,191,2
278,191,6
288,191,8
0,192,6
6,192,2
14,192,5
45,192,2
52,192,1
63,192,10
66,192,4
91,192,10
99,192,3
125,192,7
127,192,2
135,192,8
136,192,4
139,192,6
156,192,3
165,192,6
171,192,3
178,192,6
183,192,8
191,192,7
211,192,9
216,192,4
224,192,9
227,192,7
230,192,1
234,192,2
242,192,10
244,192,10
254,192,2
267,192,8
268,192,4
269,192,7
277,192,7
279,192,1
282,192,1
292,192,10
9,193,10
60,193,3
64,193,5
65,193,6
69,193,7
91,193,2
94,193,5
95,193,9
105,193,5
107,193,8
113,193,7
125,193,10
140,193,3
147,193,8
156,193,6
157,193,5
158,193,8
160,193,4
171,193,10
172,193,8
175,193,7
184,193,3
185,193,10
194,193,1
195,193,3
197,193,8
199,193,7
207,193,4
208,193,3
212,193,5
218,193,5
220,193,1
225,193,10
232,193,6
236,193,2
238,193,1
240,193,6
254,193,9
256,193,1
260,193,5
261,193,10
265,193,5
268,193,7
293,193,9
3,194,8
11,194,2
47,194,4
52,194,2
53,194,3
54,194,8
63,194,6
68,194,3
77,194,7
81,194,5
85,194,7
90,194,7
96,194,10
113,194,6
115,194,9
116,194,5
117,194,9
121,194,5
125,194,7
127,194,3
136,194,10
148,194,5
152,194,9
160,194,3
167,194,9
170,194,4
173,194,2
176,194,10
182,194,7
183,194,4
186,194,10
195,194,10
201,194,4
205,194,2
213,194,2
221,194,7
222,194,2
226,194,4
232,194,10
236,194,3
237,194,8
254,194,6
268,194,4
269,194,8
270,194,6
273,194,1
278,194,5
282,194,7
293,194,1
2,195,10
8,195,3
53,195,2
70,195,8
95,195,1
96,195,1
98,195,9
99,195,4
101,195,6
106,195,1
117,195,8
120,195,6
146,195,2
173,195,10
184,195,5
186,195,10
188,195,7
192,195,7
199,195,5
200,195,8
203,195,6
204,195,7
205,195,1
208,195,7
223,195,10
225,195,1
262,195,10
267,195,6
272,195,10
274,195,5
278,195,9
282,195,5
289,195,5
0,196,6
1,196,5
10,196,9
13,196,8
45,196,3
51,196,4
52,196,9
53,196,4
58,196,3
60,196,9
62,196,8
63,196,5
64,196,10
72,196,8
74,196,2
76,196,4
77,196,10
87,196,10
90,196,5
116,196,3
135,196,4
163,196,10
164,196,7
169,196,1
177,196,8
191,196,10
195,196,3
198,196,5
205,196,10
212,196,6
222,196,9
228,196,1
234,196,3
235,196,3
247,196,4
248,196,6
253,196,1
258,196,9
264,196,8
265,196,3
270,196,10
283,196,5
288,196,8
0,197,6
47,197,6
51,197,7
66,197,10
71,197,5
72,197,7
73,197,10
103,197,2
107,197,4
121,197,4
133,197,6
142,197,2
159,197,4
165,197,2
174,197,10
177,197,3
179,197,6
180,197,1
183,197,7
187,197,3
191,197,5
196,197,10
214,197,2
228,197,8
251,197,5
261,197,9
262,197,8
265,197,3
270,197,10
274,197,3
283,197,6
285,197,9
288,197,4
289,197,3
11,198,6
12,198,7
57,198,9
58,198,3
63,198,10
77,198,10
78,198,1
80,198,5
84,198,9
91,198,8
92,198,6
111,198,2
114,198,7
116,198,2
125,198,9
128,198,2
130,198,9
134,198,5
137,198,8
141,198,10
144,198,10
156,198,9
187,198,3
188,198,2
200,198,2
207,198,7
229,198,7
241,198,7
242,198,10
243,198,9
245,198,4
250,198,3
275,198,9
276,198,1
4,199,7
45,199,6
50,199,4
54,199,7
60,199,1
63,199,2
65,199,6
67,199,4
69,199,10
75,199,8
76,199,9
78,199,10
80,199,6
83,199,4
99,199,7
107,199,2
112,199,1
116,199,3
117,199,10
119,199,5
128,199,5
132,199,1
135,199,3
136,199,4
151,199,8
166,199,8
168,199,2
169,199,3
177,199,8
186,199,9
189,199,1
199,199,9
201,199,8
209,199,4
219,199,10
238,199,5
242,199,5
243,199,7
250,199,7
255,199,3
259,199,2
273,199,2
277,199,6
278,199,7
286,199,1
2,200,9
8,200,8
12,200,4
13,200,8
47,200,1
51,200,3
68,200,2
70,200,6
75,200,5
78,200,5
87,200,3
94,200,10
95,200,3
96,200,8
98,200,7
101,200,7
112,200,9
125,200,3
126,200,5
128,200,5
140,200,2
144,200,4
146,200,7
151,200,2
162,200,8
167,200,10
181,200,9
182,200,7
196,200,10
197,200,7
199,200,5
203,200,2
213,200,4
215,200,4
220,200,5
223,200,8
224,200,3
225,200,5
226,200,2
227,200,6
233,200,7
237,200,10
246,200,10
253,200,9
264,200,5
266,200,1
276,200,2
277,200,3
284,200,10
293,200,8
297,200,4
298,200,3
11,201,6
14,201,3
47,201,7
50,201,10
57,201,4
60,201,9
67,201,7
68,201,5
71,201,10
72,201,10
78,201,7
79,201,9
84,201,4
86,201,3
90,201,3
106,201,1
108,201,2
110,201,8
113,201,4
114,201,6
122,201,1
124,201,10
143,201,6
145,201,6
169,201,4
171,201,8
185,201,2
188,201,7
201,201,2
204,201,7
207,201,7
212,201,8
218,201,10
228,201,3
238,201,5
245,201,6
248,201,3
254,201,5
256,201,3
263,201,7
269,201,5
275,201,4
286,201,3
291,201,7
294,201,3
12,202,1
48,202,9
51,202,4
60,202,2
63,202,7
73,202,2
80,202,3
90,202,6
91,202,10
99,202,2
117,202,6
127,202,9
134,202,6
135,202,3
138,202,6
142,202,7
148,202,7
169,202,10
188,202,6
190,202,9
193,202,7
197,202,5
199,202,8
223,202,8
225,202,8
242,202,7
250,202,5
251,202,7
253,202,10
255,202,9
269,202,7
284,202,1
285,202,6
296,202,3
0,203,9
48,203,5
49,203,10
56,203,7
61,203,2
71,203,6
80,203,2
84,203,2
86,203,5
88,203,2
103,203,7
105,203,6
112,203,6
120,203,1
121,203,2
124,203,2
125,203,4
127,203,3
128,203,2
133,203,2
138,203,8
139,203,5
146,203,5
149,203,2
153,203,9
162,203,6
166,203,6
167,203,8
168,203,6
174,203,6
180,203,2
199,203,4
210,203,7
211,203,9
213,203,5
214,203,9
220,203,9
235,203,5
243,203,9
259,203,1
260,203,8
269,203,10
275,203,4
285,203,6
289,203,7
292,203,10
299,203,2
0,204,8
4,204,5
8,204,3
12,204,2
48,204,5
49,204,3
54,204,9
63,204,9
79,204,2
95,204,4
102,204,3
104,204,1
107,204,1
117,204,9
159,204,4
161,204,6
170,204,9
175,204,8
178,204,1
189,204,3
194,204,9
216,204,4
223,204,1
225,204,5
226,204,10
230,204,8
241,204,6
244,204,6
248,204,10
250,204,1
263,204,6
279,204,1
296,204,4
0,205,2
8,205,7
11,205,10
13,205,7
53,205,2
55,205,2
68,205,9
73,205,6
76,205,2
103,205,10
109,205,4
119,205,9
121,205,8
128,205,10
143,205,8
157,205,5
163,205,9
165,205,10
170,205,6
174,205,2
178,205,3
179,205,2
189,205,2
193,205,7
195,205,10
196,205,8
206,205,10
216,205,5
218,205,1
222,205,9
234,205,8
239,205,6
241,205,4
242,205,10
251,205,2
258,205,7
272,205,3
284,205,8
287,205,9
294,205,6
3,206,3
5,206,2
11,206,6
45,206,10
50,206,6
58,206,1
75,206,7
88,206,10
100,206,1
111,206,7
114,206,6
125,206,7
134,206,9
136,206,10
152,206,8
157,206,9
158,206,7
160,206,2
167,206,2
185,206,1
194,206,3
197,206,4
199,206,1
219,206,7
220,206,6
225,206,7
227,206,10
231,206,9
234,206,6
236,206,6
246,206,2
249,206,4
254,206,7
259,206,7
286,206,9
289,206,10
290,206,5
0,207,9
51,207,1
56,207,6
65,207,10
83,207,5
84,207,10
92,207,1
93,207,1
96,207,7
97,207,7
99,207,9
100,207,1
103,207,1
111,207,6
117,207,6
125,207,2
136,207,8
143,207,3
145,207,10
146,207,7
154,207,10
157,207,3
192,207,5
198,207,3
204,207,6
206,207,6
208,207,9
210,207,9
219,207,9
223,207,8
227,207,8
231,207,10
236,207,6
242,207,3
243,207,3
253,207,2
257,207,5
265,207,4
267,207,1
269,207,5
274,207,1
280,207,7
291,207,3
9,208,5
12,208,3
62,208,1
70,208,7
81,208,7
84,208,7
92,208,4
94,208,5
95,208,1
98,208,10
103,208,3
106,208,8
121,208,7
124,208,10
125,208,3
126,208,5
130,208,8
145,208,10
149,208,10
151,208,5
153,208,2
157,208,7
161,208,4
174,208,8
175,208,5
177,208,3
190,208,6
199,208,1
202,208,7
214,208,1
234,208,9
244,208,4
247,208,3
265,208,3
272,208,4
274,208,5
277,208,3
296,208,6
13,209,5
47,209,10
58,209,10
61,209,8
71,209,10
76,209,2
77,209,6
79,209,10
96,209,8
97,209,8
111,209,2
121,209,4
123,209,9
125,209,9
127,209,1
129,209,8
142,209,7
161,209,4
168,209,10
190,209,5
197,209,8
206,209,6
208,209,2
210,209,10
212,209,8
213,209,2
215,209,7
225,209,2
244,209,7
245,209,6
249,209,1
257,209,5
260,209,5
265,209,2
266,209,4
270,209,1
284,209,2
295,209,5
5,210,10
46,210,6
50,210,5
63,210,5
67,210,3
70,210,5
72,210,7
81,210,1
98,210,6
113,210,5
114,210,9
118,210,2
136,210,8
148,210,10
150,210,5
151,210,8
156,210,10
162,210,9
166,210,5
170,210,6
171,210,8
185,210,9
191,210,4
193,210,8
197,210,1
198,210,3
217,210,3
218,210,7
222,210,7
225,210,5
236,210,6
242,210,6
245,210,5
251,210,2
260,210,9
262,210,8
281,210,3
284,210,10
285,210,1
289,210,7
0,211,7
1,211,4
10,211,3
14,211,10
49,211,7
67,211,7
72,211,3
77,211,3
106,211,7
107,211,1
124,211,4
134,211,3
145,211,1
147,211,8
150,211,7
152,211,8
164,211,10
179,211,4
182,211,1
186,211,1
188,211,2
192,211,6
197,211,9
207,211,8
209,211,7
210,211,1
212,211,10
218,211,7
219,211,4
224,211,3
226,211,10
242,211,2
249,211,8
254,211,8
267,211,7
268,211,4
269,211,6
270,211,2
280,211,8
287,211,9
295,211,9
296,211,6
1,212,8
13,212,2
57,212,7
60,212,9
61,212,3
74,212,9
80,212,9
92,212,10
94,212,4
107,212,7
129,212,4
130,212,1
140,212,6
141,212,9
145,212,8
146,212,5
150,212,4
154,212,5
162,212,4
166,212,2
170,212,10
179,212,7
182,212,9
184,212,7
185,212,2
187,212,6
213,212,8
218,212,5
235,212,3
238,212,3
239,212,7
244,212,10
264,212,7
265,212,8
277,212,1
280,212,3
282,212,2
283,212,7
284,212,8
291,212,5
1,213,10
47,213,3
52,213,5
79,213,6
93,213,9
118,213,8
120,213,2
123,213,2
126,213,8
141,213,7
154,213,4
165,213,7
172,213,7
173,213,8
176,213,5
180,213,5
186,213,6
191,213,4
217,213,8
226,213,10
229,213,7
232,213,4
234,213,4
235,213,10
237,213,4
244,213,10
246,213,1
248,213,3
271,213,7
279,213,3
281,213,4
286,213,8
12,214,1
14,214,1
48,214,5
49,214,8
50,214,8
54,214,2
57,214,2
58,214,2
59,214,7
65,214,6
75,214,9
76,214,10
86,214,10
88,214,4
95,214,1
99,214,4
102,214,4
105,214,8
122,214,2
126,214,9
132,214,5
136,214,5
142,214,10
147,214,6
150,214,7
156,214,3
158,214,7
161,214,5
162,214,1
163,214,4
177,214,6
179,214,2
182,214,8
184,214,8
190,214,7
202,214,3
204,214,4
221,214,8
225,214,6
235,214,8
240,214,1
242,214,7
249,214,4
251,214,9
256,214,3
264,214,8
269,214,2
285,214,7
286,214,10
293,214,8
295,214,2
4,215,2
10,215,1
13,215,4
53,215,9
62,215,3
64,215,9
67,215,5
70,215,8
75,215,7
76,215,3
80,215,7
82,215,8
85,215,8
97,215,10
99,215,10
103,215,8
113,215,5
120,215,4
125,215,9
126,215,10
127,215,7
128,215,4
146,215,2
160,215,3
162,215,8
165,215,3
167,215,8
173,215,4
186,215,1
191,215,4
196,215,8
203,215,8
207,215,9
216,215,8
220,215,4
226,215,1
227,215,6
236,215,6
237,215,8
238,215,2
247,215,7
274,215,8
279,215,8
283,215,5
58,216,7
61,216,2
63,216,7
65,216,8
76,216,3
81,216,8
89,216,6
90,216,9
112,216,5
133,216,5
137,216,6
147,216,1
169,216,1
174,216,3
192,216,3
202,216,6
223,216,8
233,216,6
235,216,2
244,216,9
245,216,10
249,216,4
260,216,8
262,216,6
277,216,4
278,216,7
287,216,9
292,216,2
297,216,9
2,217,3
10,217,3
12,217,9
14,217,1
55,217,10
60,217,4
64,217,5
74,217,10
85,217,4
92,217,1
97,217,1
107,217,2
110,217,9
111,217,10
117,217,7
120,217,10
123,217,2
128,217,10
130,217,4
151,217,4
154,217,2
169,217,9
172,217,5
181,217,7
196,217,2
198,217,9
201,217,7
209,217,3
217,217,7
224,217,6
232,217,7
244,217,8
257,217,5
271,217,3
298,217,4
45,218,4
46,218,2
51,218,3
52,218,5
64,218,9
68,218,6
81,218,6
82,218,5
84,218,9
87,218,10
88,218,6
92,218,6
94,218,8
118,218,9
120,218,10
123,218,10
137,218,1
144,218,3
153,218,4
156,218,4
158,218,10
159,218,7
160,218,9
162,218,5
176,218,7
185,218,2
200,218,5
210,218,7
213,218,3
224,218,8
233,218,5
251,218,4
256,218,3
260,218,5
263,218,9
265,218,4
268,218,10
270,218,1
274,218,6
278,218,8
292,218,7
4,219,7
8,219,3
12,219,10
13,219,8
45,219,8
47,219,6
57,219,4
65,219,4
69,219,1
71,219,2
73,219,8
77,219,5
78,219,1
83,219,9
84,219,10
87,219,3
98,219,8
111,219,4
116,219,7
117,219,5
133,219,8
143,219,10
153,219,10
160,219,1
165,219,10
169,219,2
172,219,7
177,219,1
178,219,3
183,219,2
184,219,6
192,219,4
194,219,2
199,219,9
215,219,8
241,219,10
243,219,6
247,219,3
253,219,5
269,219,7
273,219,2
274,219,8
277,219,5
283,219,5
286,219,7
287,219,3
290,219,6
296,219,5
2,220,6
46,220,6
55,220,10
59,220,7
60,220,10
63,220,1
64,220,1
68,220,4
72,220,7
79,220,1
84,220,8
86,220,4
89,220,1
90,220,9
111,220,1
115,220,9
116,220,6
127,220,8
135,220,1
149,220,9
151,220,6
152,220,9
155,220,5
160,220,8
169,220,6
179,220,9
181,220,7
184,220,4
191,220,1
195,220,1
206,220,5
230,220,1
231,220,6
233,220,9
235,220,10
237,220,5
247,220,10
249,220,8
286,220,1
287,220,8
293,220,1
3,221,4
6,221,1
54,221,8
62,221,10
63,221,9
84,221,3
104,221,10
120,221,1
128,221,4
129,221,3
131,221,9
132,221,7
134,221,2
137,221,1
139,221,3
146,221,10
149,221,6
153,221,7
156,221,1
170,221,2
172,221,10
175,221,10
199,221,6
204,221,10
213,221,7
223,221,1
224,221,9
233,221,7
244,221,6
247,221,6
248,221,8
256,221,8
263,221,2
264,221,7
265,221,10
267,221,10
274,221,3
276,221,8
284,221,5
285,221,10
288,221,7
293,221,9
1,222,1
12,222,9
48,222,4
49,222,9
52,222,6
67,222,6
74,222,6
77,222,10
81,222,6
107,222,8
125,222,5
132,222,6
133,222,4
138,222,2
143,222,1
159,222,8
162,222,2
168,222,10
174,222,3
177,222,2
191,222,1
195,222,1
202,222,10
203,222,5
211,222,5
212,222,5
214,222,5
220,222,6
227,222,9
228,222,7
231,222,6
237,222,9
239,222,7
243,222,4
250,222,10
258,222,7
266,222,6
273,222,1
278,222,9
282,222,6
286,222,3
290,222,2
291,222,2
9,223,4
46,223,1
57,223,7
60,223,4
66,223,5
71,223,1
72,223,10
84,223,1
102,223,3
108,223,9
117,223,2
118,223,6
124,223,5
125,223,1
133,223,9
137,223,10
147,223,4
159,223,3
161,223,3
162,223,6
179,223,3
184,223,2
187,223,3
191,223,3
201,223,5
205,223,1
206,223,6
213,223,7
215,223,8
219,223,5
228,223,9
230,223,5
237,223,4
241,223,8
246,223,4
255,223,1
256,223,1
259,223,4
262,223,4
286,223,9
288,223,5
289,223,9
5,224,4
11,224,2
53,224,2
56,224,2
57,224,1
59,224,1
72,224,2
136,224,1
146,224,1
148,224,3
151,224,6
156,224,7
159,224,1
175,224,7
177,224,1
178,224,9
183,224,6
185,224,10
192,224,2
193,224,6
198,224,10
208,224,6
209,224,8
230,224,5
232,224,1
252,224,1
278,224,5
287,224,10
289,224,3
299,224,6
8,225,3
45,225,9
50,225,2
53,225,8
57,225,5
61,225,7
71,225,5
78,225,3
84,225,3
92,225,10
94,225,10
98,225,6
104,225,3
106,225,5
107,225,5
110,225,1
113,225,4
122,225,7
133,225,5
137,225,8
140,225,2
160,225,1
169,225,4
175,225,9
177,225,4
180,225,7
182,225,9
183,225,10
184,225,5
185,225,2
187,225,5
189,225,8
190,225,3
200,225,9
208,225,6
216,225,3
221,225,7
224,225,5
226,225,1
241,225,3
245,225,9
246,225,10
247,225,5
254,225,1
259,225,1
275,225,9
279,225,10
285,225,4
295,225,5
297,225,10
298,225,8
9,226,6
14,226,10
27,226,3
30,226,6
37,226,8
41,226,3
44,226,3
50,226,5
52,226,9
53,226,8
54,226,1
57,226,10
74,226,3
76,226,3
80,226,2
97,226,6
99,226,10
101,226,3
103,226,3
108,226,2
116,226,10
134,226,3
139,226,3
143,226,5
145,226,7
146,226,9
148,226,5
152,226,3
156,226,5
157,226,8
167,226,6
177,226,8
179,226,10
187,226,1
194,226,9
204,226,10
209,226,4
211,226,7
225,226,7
232,226,3
248,226,6
250,226,8
253,226,3
257,226,7
274,226,6
275,226,2
293,226,3
296,226,1
0,227,9
5,227,6
11,227,2
24,227,5
38,227,3
47,227,4
56,227,10
61,227,10
70,227,6
71,227,8
72,227,8
74,227,3
81,227,5
84,227,7
90,227,3
100,227,4
101,227,6
114,227,5
119,227,3
132,227,10
145,227,9
150,227,1
169,227,9
178,227,5
187,227,2
188,227,10
189,227,8
190,227,2
202,227,2
214,227,9
222,227,3
223,227,4
229,227,8
230,227,7
234,227,2
238,227,3
244,227,7
245,227,9
248,227,6
249,227,9
256,227,8
257,227,10
274,227,3
275,227,8
286,227,9
293,227,2
296,227,5
2,228,2
9,228,10
16,228,4
18,228,3
25,228,5
41,228,6
44,228,10
46,228,3
58,228,6
62,228,7
63,228,10
71,228,7
72,228,3
73,228,10
83,228,2
85,228,8
94,228,1
125,228,5
128,228,7
138,228,10
139,228,1
140,228,4
143,228,10
154,228,10
156,228,7
162,228,6
172,228,4
175,228,9
178,228,1
180,228,2
187,228,1
190,228,8
191,228,5
199,228,5
207,228,3
212,228,8
216,228,1
217,228,10
222,228,7
232,228,6
237,228,3
275,228,6
281,228,2
287,228,10
291,228,10
292,228,7
296,228,2
5,229,9
12,229,1
21,229,1
48,229,6
52,229,7
61,229,3
66,229,4
68,229,5
70,229,10
71,229,9
91,229,3
95,229,3
100,229,4
112,229,1
113,229,2
116,229,7
117,229,2
125,229,3
126,229,8
